"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"S250001","16/12/2025 00:38","16/12/2025 00:38","Flash éclat mousse nettoyante ","2510167A",,,,,,"25/12/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[2b5fe7d8d03d479e93c6e6f7996df457][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","153,4","False","60","Vrai","24","0","14T",,"250","Vrai","34,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"JT22003","12/12/2025 01:50","12/12/2025 01:50","Lait corps hydratant","2510209",,,,,,"25/12/12",,"Ht","Non",,,"N°39","F18","380","381","False","250","False","65",,"12D","12x42","125","False","65",,"12D","12x42","60","Vrai","28",,"12D","12x42",,,,,,"MO 1","989","17,3","23",,,"False",,,,"Vrai","0.8","F1","F1","21,1","F1","11,4","F1","23",,"29,5",,,,"False",,"16.3","11.2","57",,"154","1","149",,,,"VRP21261",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vl23015","10/12/2025 08:05","10/12/2025 08:05","Serum booster acide hyalu","2511109",,,,,,"25/12/10","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[2792cb7a200549af876c00815b6f60b8][1]_[1].jpeg","Ht","Non",,"Pas de controle jus flacon trop petitNumeros de lot sur 2 lignes.","N°16","F16","10","10,6","False","60","False","12",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,0",,,,,"False",,,"102","Vrai","1.2","F15","F15","107","F16","158","F16","35",,,,,,"False",,,,,,"1041","55","310",,,,"VRL20421",,"Nc","Nc","Nc",,"NON","NON",,"OUI","OUI"
"KP15001","10/12/2025 00:54","10/12/2025 00:54","Lotion bleu","2510245",,,,,,"25/12/09",,"Ht","Oui",,"Godet ouvert au max attention godet desserer pour facilité le degodisage ","N°75","1L","1000","1002.8","False","250","Vrai","72",,"14TL","14","250","Vrai","72",,"14TL","14","250","Vrai","64",,"14TL","14","250","63",,"14T","14","MO 1","1002","200","13",,"275","False",,,"201","Vrai","1,2","F10","F10","224","F1L","0","F1L","14",,"257",,,,"False",,,,,,"127","46","127",,,,"VRP15201",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
,"08/12/2025 05:05","08/12/2025 05:05",,,,,,,,"25/12/08",,,,,,"N°",,,,"False",,"False",,,,,,"False",,,,,,"False",,,,,,,,,,,,,,,,"Vrai",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,,,,,,,,"OUI",,,
"Vt23004","05/12/2025 06:30","05/12/2025 06:35","Huile solaire spf 30","2411068",,,,,,"25/12/05","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8a7083d4a19f4d5e84adb6d5e923a1fd][1]_[2].jpeg","Jb","Oui",,,"N°83","F11","150","150,4","False","125","False","40",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","980,05",,,"252",,"False",,,"195","Vrai","1","F6","F6","104","F11","83","F11","25",,"237",,,,"False",,,,,,"379","2,7","180",,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"VE23025","04/12/2025 05:15","04/12/2025 05:16","Eau tomate demaquillant","2510255",,,,,,"25/12/04",,"Ht","Oui",,"Mo2 obligatoire ","N°49","F3","200","200,8","False","60","False","29",,"14T","14x42","250","Vrai","47",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","983","169","33",,"233","Vrai","449","F9","183","Vrai","1","F11","F11","187","F4","76","F4","25",,"221",,,,"False",,,,,,"590","351","153",,,,"VRE20361",,"OUI","NON","Nc",,"OUI","OUI","mettre filtre a l'entree machine ","OUI","OUI"
"Vt23003","04/12/2025 02:19","04/12/2025 02:19","Spray lactee hydratant spf50+","2511211",,,,,,"25/12/04","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[0a02919af6e34b2095947ec8d93a3697][1]_[1].jpeg","Ht","Oui","Elancia 150ml",,"N°57","F11","150","150,4","False","125","Vrai","40",,"14TL","14","125","False","34",,"14TL","14","60","Vrai","22",,"14T","14",,,,,,"MO 2","979,95","155","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","28",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON","NON","déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"Vl22004","03/12/2025 04:53","03/12/2025 04:53","Serum booster pro-collagène","2510189A",,,,,,"25/12/03",,"Ht","Non",,"Orientation pour testeur necessite une fille en plus","N°15","F9","30","30.5","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","952","9,4","3",,,"Vrai","387","F9","109","False",,,,,,,,"36",,"163",,,,"False",,,,,,,,,,,,"VRL22451",,"Nc","Nc","Nc",,"NON","NON","VRAC SENSIBLE","OUI","OUI"
"VL23013","03/12/2025 04:51","03/12/2025 04:51","Serum booster procollagene","2510189",,,,,,"25/12/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c1340817ff4440c2915c3401b4186dbb][1]_[1].jpeg","Ht","Non",,"Numeros lot sur 2 lignes. Attention pas de detection produit ni flacon a l'envers.","N°28","F19","10","10.5","False","60","Vrai","12,5",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","947,8","93","40",,"144","Vrai","360","F9",,"False",,,,,,,,"36",,"130",,,,"False",,,,,,"100,8","72","230",,,,"VRL22451",,"Nc","Nc","Nc",,"NON","NON","VRAC SENSIBLE","OUI","OUI"
"VL25002","01/12/2025 21:46","01/12/2025 21:46","Flash eclat mousse nettoyante","2511095",,,,,,"25/12/01","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[764a50c97bd944aebc1b92bd6e232972][1]_[1].jpeg","HT","Oui","Faomer 40","Retrait du centreur et de son support pour goutte gênant la production . ","N°5","F5","41","41,8","False","60","Vrai","44",,"14T",,,"False",,,,,,"False",,,,,,,,,,,,"8,8","38",,,"False",,,"128","Vrai","1.2","F5","F5","121","F5","147","F5","30",,"17.9",,,,"False",,,,,,"979","9.30","149",,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"Vp15001","30/11/2025 23:41","01/12/2025 01:41","Lotion bleue","2510016",,,,,,"25/12/01",,"Ht","Oui",,"Attention vérifier deuxièmes becs surdoué aléatoire 1/10","N°47","F4","250","251.4","False","60","False","28",,"14T","14x42","250","Vrai","60",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","990,1","180","34",,,"False",,,"205","Vrai","1,2","F1","F1","199","F4","59","F4","21",,"258",,,,"False","Non",,,,,,,,,,,"VRP15201",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt23004","27/11/2025 23:33","27/11/2025 23:40","Huile solaire spf 30","2411068",,,,,,"25/11/28",,"Jb",,,,"N°83","F11","150","N.C","False","125","False","40",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","981,33",,,"243",,"False",,,"195","Vrai","1","F6","F6","104","F11","83","F11","25",,"237",,,,"False",,,,,,,,,,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"S250001","24/11/2025 23:53","24/11/2025 23:54","Flash éclat mousse nettoyante ","2509211",,,,,,"25/11/25","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[175342c75b544fa09a026794cbdf7e2e][1]_[1].jpeg","Jb","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","152.5","False","60","Vrai","25","0","14T",,"250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","06/11/2025 05:07","24/11/2025 23:52","Flash éclat mousse nettoyante ","2509211",,,,,,"25/11/24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4c5c3796cc894ef087ae03dae4361e01][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","152.5","False","60","False","25","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"Vt23003","11/12/2024 05:24","19/11/2025 02:01","Spray lactee hydratant spf50+","2412042",,,,,,"25/11/19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[7a20a0dd-7d39-4717-a12e-099aa5dabe85][1]_[1].jpeg","Jb","Oui","Elancia 150ml","Ebchainement du 2412036","N°57","F11","150","N.C","False","125","Vrai","40",,"14TL","14","125","Vrai","37",,"14TL","14",,"False","13",,"14T","14",,,,,,"MO1R","979,95","170","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","28",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON","NON","déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"JT24005","29/07/2025 06:41","17/11/2025 06:00","Gel douche marin revitalisant","2506021",,,,,,"25/11/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4eb7eec301d1422eb216a26b41c84edd][1]_[2].jpeg","Jb",,,,"N°31","F18","380","N.C","False","250","Vrai","69",,"14MW","14x42","125","Vrai","60",,"14MW","14x42","60","Vrai","52",,"14MW","14x42",,,,,,"MW","986,5","179","26",,,"False",,,"200","False","0,9","F6","F1","195","F1","97","F1","23",,"243",,,,"False",,"158","116","567",,"275","0,8","127",,,,,,,,,,,,,,
"Vp15001","28/10/2025 06:43","28/10/2025 06:43","Lotion bleue","2509207",,,,,,"25/10/28",,"Ht","Oui",,,"N°47","F4","250","251.7","False","60","False","30",,"14T","14","250","Vrai","60",,"14TL","14",,"False",,,,,,,,,,"MO1R","990,6","180","34",,,"False",,,"205","Vrai","1,2","F1","F1","199","F4","59","F4","28",,"258",,,,"False",,,,,,,,,,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"S250001","27/10/2025 00:48","27/10/2025 00:48","Flash éclat mousse nettoyante ","2509211",,,,,,"25/10/27","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[95883078a35c4fedbc189e2a7162bbb8][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar!!! Pas de centrage sur bec 2.","27","F4","152","152.5","False","60","False","25","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"Vp17004","27/07/2025 23:34","24/10/2025 04:01","Huile pré post epila","2506015",,,,,,"25/10/24",,"Ht","Oui",,,"N°29","F4","250",,"False","125","Vrai","70",,"8L","8","125","Vrai","48",,"8L","8","60","False","49",,"8MW","8",,,,,,,,"17,5",,,,"Vrai","44,8","F9",,"Vrai","1.2","F13","F13","20,7",,"10,8",,"22",,"23,4",,,,"False",,"10,5","5,15","15,8",,,,,,,,,,,,,,,,,,
"vl20037","30/10/2024 07:18","24/10/2025 02:42","Serum booster whitening aux polyphenols de the vert","2507166A",,,,,,"25/10/23",,"jb",,,"Petite orientation du flacon pour le lot","N°43","F6","30","31.1","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,"953","9,1","3,5",,"15,8","Vrai","29",,"10,85","False",,,,,,,,"30",,"20","80","75","230","False",,,,,,,,,,,,,,,,,,,,,,
"Vl25008","08/10/2025 23:07","24/10/2025 02:42","serum booster vitamine c","2507143",,,,,,"25/10/09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b11961a54231483da4bab9fd6f95f86a][1]_[2].jpeg","jb","non",,"Pas de cellule présence produit car flacon trop petit","N°15","F17","10","11.1","False","60","Vrai","13",,"8MW","12",,"False",,,,,,"False",,,,,,,,,,,,,,,"17,5","Vrai","36,8","M1",,"False",,,,,,,,"30",,"16",,,,"False",,,,,,"108.8","8.2","21.9",,,,,,,,,,,,,,
"Ve23024","21/01/2025 02:37","24/10/2025 02:41","Lait tomate demaquillant","2412100",,,,,,"25-01-21","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[a6a7752e-6944-426e-8083-2cd86d79402c][1]_[2].jpeg","JB","Non",,,"N°3","F3","200","N.C","False","60","False","26",,"12D","12",,"Vrai","50",,"12D","12",,"False",,,,,,,,,,,"982.93","16,7","3,2",,"23,5","Vrai","44,6",,"17,5","Vrai","1.2","F11","F11","18,7","F3","7,6","F3","20",,"22",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Ge22013","10/03/2025 07:13","24/10/2025 02:41","Tvl essence micropeel","2502184",,,,,,"25-03-11","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b118ad75dca8484295b534c6258f3046][1]_[2].jpeg","Ht","Non",,,"N°19","F16","30","N.C","False","60","Vrai","35",,"14T",,,"False",,,,,,"False",,,,,,,,,,"MO 1","95920","113","40",,"173","Vrai","381","F9","119","False","1","F13","F13","127","F16","119","F16","30",,"153",,,,"False",,,,,,"1008","72","339",,,,,,,,,,,,,,
"VL23013","10/03/2025 07:06","24/10/2025 02:41","Serum booster procollagene","2502090",,,,,,"25-03-10","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[a6fa360e54424119a21dd44e23b5f5fd][1]_[1].jpeg","Ht","Non",,"Numeros lot sur 2 lignes","N°28","F19","10","N.C","False","60","Vrai","12",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","947,8","93","40",,"157","Vrai","382","F9",,"False",,,,,,,,"34",,"147",,,,"False",,,,,,"100,8","72","230",,,,"VRL22451",,"Nc","Nc","Nc",,"NON",,"VRAC SENSIBLE","OUI","OUI"
"Vl22004","25/08/2024 22:23","24/10/2025 02:41","Serum booster pro-collagène","2409178",,,,,,"25/08/27",,"Ht","Non",,"Orientation pour testeur necessite une file en plus","N°15","F9","30","N.C","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","952","9,4","3",,,"Vrai","387","F9","109","False",,,,,,,,"30",,"163","80",,,"False",,,,,,,,,,,,"VRL22451",,"Nc","Nc","Nc",,"NON",,"VRAC SENSIBLE","OUI","OUI"
"Vl20017","30/07/2025 05:02","24/10/2025 02:41","Booster vitamine C","2504132",,,,,,"25/07/30",,"Jb","Non",,,"N°15","F9","30","31,5","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,15",,,,"169","Vrai","391","M1",,"False",,,,,,,,"40",,"163",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"S220005","02/06/2025 22:00","24/10/2025 02:41","Booster vitamine C","2504132",,,,,,"25-06-02",,"Ht","Non",,,"N°15","F9","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,15",,,,"169","Vrai","391","M1",,"False",,,,,,,,"40",,"163",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"KL20018","02/06/2025 04:15","24/10/2025 02:41","Booster vitamine C","2504132",,,,,,"25-06-02",,"Ht","Non",,"impression cabine","N°15","F9","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,15",,,,"169","Vrai","391","M1",,"False",,,,,,,,"40",,"163",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Kl20027","26/08/2025 04:33","24/10/2025 02:41","Brume hydro-tonique","2508020",,,,,,"25/08/26",,"Ht","Oui",,,"30","F7","100","100,5","False","60","Vrai","21","0","14T","14x42","125","Vrai","47",,"14TL","14x42",,"False",,,,,,"0",,,,"MO 2","968","149","40","0","201","Vrai","421","M1",,"False",,,,"0",,"0",,"0",,,,,,"False",,,,"0","0","589","0","175",,,,"V241","J+1","OUI","NON","Nc",,"NON",,"J+1 car parfum déphase","OUI","OUI"
"S240003","22/11/2024 05:38","24/10/2025 02:41","Sf essence micro peeling","2410200",,,,,,"24-11-22",,"Ht","Oui",,,"N°58","F11","125","N.C","False","60","Vrai","19",,"14TL","14","250","Vrai","29",,"14TL","14",,"False",,,,,,,,,,"MO 2","972,93","144","39",,,"Vrai","423","M1",,"False","1","F11","F11","156","F11","110","F11","27","250","195,5",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Kt22031","28/06/2024 00:44","24/10/2025 02:41","Huile de modelage marine","N.C",,,,,,"N.C",,,,,,,"F2","500","N.C","False","250","False","40",,"8L","8","250","False","45",,"8L","8","125","False","55",,"8L","8","125","53",,"8L","8","L","979,49",,,"238","218","Vrai","429","F9","183","False","1","F7","F1","179","F2","84","F2","10","250",,"80","70","230","False",,,,,,,,,,,,"VRT23451",,"OUI","NON","Nc",,"OUI",,"PAS DE STOCKAGE","OUI","OUI"
"Kt23010","26/06/2024 23:18","24/10/2025 02:41","Huile de modelage marine","N.C",,,,,,"N.C",,,,,,,"F2","500","N.C","False","250","False","40",,"8L","8","250","False","45",,"8L","8","125","False","55",,"8L","8","125","53",,"8L","8","L","979,49",,,"238","218","Vrai","429","F9","183","False","1","F7","F1","179","F2","84","F2","16","250",,"80","70","230","False",,,,,,,,,,,,"VRT24281",,"OUI","NON","Nc",,"OUI",,"PAS DE STOCKAGE","OUI","OUI"
"S200035","15/10/2025 00:07","24/10/2025 02:41","Brume hydro-tonique","2510078",,,,,,"25/10/15",,"Ht","Oui",,"Ajout compo2 vérifier bouchon","30","F6","100","100,4","False","60","Vrai","20","0","14T","14","125","Vrai","48",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","968,7","143","40","0","209","Vrai","430","M1","165","False",,,,"0",,"0",,"0",,,,,,"False",,,,"0",,"898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON",,"J+1 car parfum déphase","OUI","OUI"
"S200035","15/10/2025 00:09","24/10/2025 02:41","Brume hydro-tonique","2502140A",,,,,,"25/10/15",,"Ht","Oui",,"Ajout compo2 vérifier bouchon","30","F6","100","100,7","False","60","Vrai","20","0","14T","14","125","Vrai","48",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","968,7","143","40","0","209","Vrai","430","M1","165","False",,,,"0",,"0",,"0",,,,,,"False",,,,"0",,"898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON",,"J+1 car parfum déphase","OUI","OUI"
"S200035","15/10/2025 00:08","24/10/2025 02:41","Brume hydro-tonique","2508020B",,,,,,"25/10/15",,"Ht","Oui",,"Ajout compo2 vérifier bouchon","30","F6","100","100,8","False","60","Vrai","20","0","14T","14","125","Vrai","48",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","968,7","143","40","0","209","Vrai","430","M1","165","False",,,,"0",,"0",,"0",,,,,,"False",,,,"0",,"898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON",,"J+1 car parfum déphase","OUI","OUI"
"S200035","20/06/2024 02:49","24/10/2025 02:41","Brume hydro-tonique","2502104",,,,,,"25/10/15",,"Ht","Oui",,"Imp: delai 135 stroke 0,5","30","F6","100","N.C","False","60","Vrai","21","0","12TL","12","125","Vrai","57",,"12TL","12",,"False",,,,,,"0",,,,"MO 2","968","148","40","0","209","Vrai","430","M1","170","False",,,,"0",,"0",,"0","0",,"0","0","0","False",,,,"0","0","898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON",,"J+1 car parfum déphase","OUI","OUI"
"Ve23026","24/02/2025 21:46","24/10/2025 02:41","Tonique tomate éclat","2501195",,,,,,"25-02-24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[94b4f8d858254cc99237669cedc75b1b][1]_[1].jpeg","Ht","Oui",,"Probleme bec 1 passage sur une seul pompe de 250","N°36","F3","200","N.C","False",,"False",,,,,"250","Vrai","55",,"14TL","14",,"False",,,,,,,,,,"MO 1","982,7","174","31",,"233","Vrai","449","F9","184","Vrai","1","F11","F11","189","F3","127","F3","20",,"220",,,,"False",,,,,,"266","30","178",,,,"VRE20391",,"Nc","Nc","Nc",,"OUI",,"Filtration obligatoire au condit","OUI","OUI"
"Ve23026","13/02/2025 00:16","24/10/2025 02:41","Tonique tomate éclat","2412066",,,,,,"25-02-13","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[462ac09aaab146e28eb9aa88374e8b03][1]_[8].jpeg","Thomas","Oui",,,"N°58","F3","200","N.C","False","250","Vrai","47",,"12TL","12","60","Vrai","39",,"12TL","12",,"False",,,,,,,,,,"MO 2","982,7","159","38",,"235","Vrai","449","F9","170","Vrai","1","F11","F11","188","F3","127","F3","16",,"258",,,,"False",,,,,,"270","40","207",,,,"VRE20391",,"Nc","Nc","Nc",,"OUI",,"Filtration obligatoire au condit","OUI","OUI"
"VE23025","14/01/2025 22:35","24/10/2025 02:41","Eau tomate demaquillant","2412160",,,,,,"25-02-03",,"Jb","Oui",,,"N°49","F3","200","N.C","False","60","Vrai","27",,"12TL","12","250","Vrai","49",,"12TL","12",,"False",,,,,,,,,,"MO 2","983","169","33",,"233","Vrai","449","F9","183","Vrai","1","F11","F11","187","F4","76","F4","16","250","221","80",,,"False",,,,,,"590","351","153",,,,,,,,,,,,,,
"Vp17004","20/06/2024 02:49","24/10/2025 02:40","Huile pre & post épilatoire ","2412161",,,,,,"25-02-27","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[8cedb35f-28a2-4283-b518-20009b663ffe][2]_[11].jpeg","JB","Oui",,,"N°29","F4","250","N.C","False","250","False","23","0","8L","8","250","False","24",,"8L","8","125","False","30",,"8L","8","60","29",,"8L","8","L","989.51","0","0","257","255","Vrai","467","F9","185","Vrai","1","F13","F13","208","F4",,"F4","25","300","243","80","70","230","False",,,,"0","0","174","5.9","215",,,,"VRP15212",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"S250001","24/10/2025 00:41","24/10/2025 00:41","Flash éclat mousse nettoyante ","2509218",,,,,,"25/10/24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[75d27d6441ce470f9e9e7038aee3184f][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar!!!","27","F4","152","152.2","False","60","False","25","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","False","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","20/10/2025 05:22","23/10/2025 07:08","Flash éclat mousse nettoyante ","2509032",,,,,,"25/10/20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[382a6c5a73e9456eb21bb4ad164fc4c7][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar!!!","27","F4","152","152.4","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","09/09/2025 05:06","23/10/2025 07:08","Flash éclat mousse nettoyante ","2507166",,,,,,"25/09/09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b10f1c04137547d28bd11330eac18b32][1]_[1].jpeg","Ht","Oui","Foamer 150",,"27","F4","152","152.5","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","09/09/2025 05:04","23/10/2025 07:08","Flash éclat mousse nettoyante ","2507163",,,,,,"25/09/09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[a269bcf657d84d04ab5991843d92b183][1]_[1].jpeg","Ht","Oui","Foamer 150",,"27","F4","152","152.5","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","20/10/2025 05:21","23/10/2025 07:08","Flash éclat mousse nettoyante ","2508035",,,,,,"25/10/20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b12d6248c27e4d118d1de57e69ce6bfe][1]_[1].jpeg","Ht","Oui","Foamer 150",,"27","F4","152","152.6","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","21/10/2025 00:53","23/10/2025 07:08","Flash éclat mousse nettoyante ","2509189",,,,,,"25/10/21","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[227e6e59bcb74d20b79ab716c7127dd9][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar!!!","27","F4","152","152.8","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
