"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"KT22015","05/06/2025 03:54","23/10/2025 06:31","Gelée micellaire demaq yeux","2504175",,,,,,"25-06-05",,"ht","OUI",,,"N°38","F4","250","N.C","False","250","Vrai","60",,"14MW","14","60","Vrai","21",,"14MW","14",,"False",,,,,,,,,,"MW","990",,,,,"False",,,,"Vrai",,"F7","F7",,"F4",,"F4",,,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Vp24006","25/02/2025 01:33","23/10/2025 06:31","Huile pist épilation ","2501149",,,,,,"25-02-25","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4836b30e46934310b1c9e653729eb230][1]_[1].jpeg","Ht",,,,"N°64","F17",,"N.C","False","125","False","52",,"8L","8","60","False","15",,"8L","8",,"False",,,,,,,,,,"L","973,03",,,"223",,"False",,,"158","Vrai",,"F18","F18","165",,"100",,"30",,"192",,,,"False",,,,,,"623","94","178",,,,"VRP15212",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vp22018","18/12/2024 05:58","23/10/2025 06:31","Serum intime perfecteur","2408029",,,,,,"24-12-18",,"Ht",,,,"N°61","F7","15","N.C","False","20","Vrai","54",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,92","171","10",,,"False",,,"102","Vrai",,,"F7",,"F7",,"F7",,,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Vt22013","15/01/2025 01:36","23/10/2025 06:31","Gelee micellaire demaq yeux","2412115",,,,,,"25-01-15","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[6467e4c3-b7e5-4e63-8882-64a5bb55831f][1]_[8].jpeg","Ht",,,"Bec 3 motorisee","N°13","F11","125","N.C","False","125","False","30",,,"14","125","False","20",,,"14","60","Vrai","43",,,"14",,,,,,"MW","971,3","144","34",,,"False",,,"151","Vrai",,"F13","F13","160","F11","106","F11","30",,,,,,"False",,,,,,"699","290","153",,,,,,,,,,,,,,
"Vt23003","11/12/2024 01:55","23/10/2025 06:31","Spray lactee hydratant spf50+","2412036",,,,,,"24-12-11","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[a5e3d9c3-b749-4877-9c5e-2f1e97837b57][1]_[1].jpeg","Ht","Oui","Elancia 150ml","Ebchainement du 2412024","N°57","F11","150","N.C","False","125","Vrai","40",,"14TL","14","125","False","40",,"14TL","14","60","Vrai","13",,"14T","14",,,,,,"MO 2","979,95","170","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","28",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON",,"déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"Vt23003","10/12/2024 02:29","23/10/2025 06:30","Spray lactee hydratant spf50+","2412024",,,,,,"24-12-10","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[ed518a72-f933-47f2-8a4f-dee3ac83f4cc][1]_[8].jpeg","Ht","Oui","Elancia 150ml",,"N°57","F11","150","N.C","False","125","Vrai","40",,"14TL","14","125","False","40",,"14TL","14","60","Vrai","13",,"14T","14",,,,,,"MO 2","979,95","170","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","28",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON",,"déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"Vt23003","04/12/2024 02:22","23/10/2025 06:30","Spray lactee hydratant spf50+","2411212",,,,,,"24-12-04",,"Ht","Oui","Elancia 150ml","Modification des pompes pour passage a cadence de 30","N°57","F11","150","N.C","False","125","Vrai","40",,"14TL","14","125","False","40",,"14TL","14","60","Vrai","14",,"14T","14",,,,,,"MO 2","979,95","170","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","30",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON",,"déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"Vt23003","21/11/2024 05:50","23/10/2025 06:30","Spray lactee hydratant spf50+","2411089",,,,,,"24-11-24",,"Ht","Oui","Elancia 150ml","Attention pas plus de 20 coup sinon la pompe narrive pas a suivre","N°57","F11","150","N.C","False","250","Vrai","36",,"14TL","14","60","False","24",,"14TL","14",,"False",,,,,,,,,,"MO 2","979,95","170","35",,,"False",,,"197","Vrai",,"F1","F6","181","F11","83","F11","20",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON",,"déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"Vt22013","08/10/2024 02:19","23/10/2025 06:30","Gelee micellaire demaq yeux","N.C",,,,,,"N.C",,,,,"Bec 3 motorisee","N°13","F11","125","N.C","False","125","False","30",,,"14","125","False","20",,,"14","60","False","36",,,"14",,,,,,"MW","971,3","144","34",,,"False",,,"151","Vrai",,"F13","F13","160","F11","106","F11","30",,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Kt19019","20/06/2024 02:49","23/10/2025 06:30",,"N.C",,,,,,"N.C",,,,,,,"F4","250","N.C","False","250","False","0","0","14T","14","250","False","0",,"14T","14","125","False","0",,"14T","14","125","0","6","8L aspi",,"MO 2",,"0","0","0","0","False","0",,"0","Vrai",,"F6","F6","0","F4","0","F4","0","0",,"0","0","0","False",,,,"0","0",,,,,,,"VRT19211",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vl23015","25/06/2024 05:51","23/10/2025 06:29","Serum booster acide hyalu","2501010",,,,,,"25-04-14","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[48d833e6a84d471ba36e76cedf7f6d96][1]_[7].jpeg","Ht","Non",,"Pas de controle jus flacon trop petitNumeros de lot sur 2 lignes.Pas de motorisation flacon ce bloque dans centreur.","N°16","F16","10","N.C","False","60","False","12","18","8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,0",,,,,"False",,,"102","Vrai","1.2",,"F15","107","F16","158","F16","30","500",,"100","75","230","False",,,,,,"1041","55","310",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vp22017","20/06/2024 02:49","23/10/2025 06:29","Mousse intime micro-peeling yona","N.C",,,,,,"N.C",,,,,"Attetion plantage machine ","N°26","F4","150","N.C","False","125","False","43","0",,"12x42","125","False","45",,,"12x42",,"False",,,,,,,,,,,"973,4","140","24","0","0","False","0",,"175","Vrai","1.8","F4","F4","138","F4","122","F4","27","250",,"80","70","230","False",,,,"0","0",,,,,,,"VRP22342",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"S200034","20/06/2024 02:49","23/10/2025 06:29","Flash éclat mousse nettoyante ","2410213",,,,,,"24-11-26",,"Ht","Oui","Foamer 150",,"27","F4","150","N.C","False","60","Vrai","25","0","12TL","12x42","250","Vrai","37",,"12TL","12x42",,"False",,,,"12x42",,,,,,,"973","135","32","0","0","False","0",,"175","Vrai","1","F1","F4","159","F4","154","F4","35","500","228","100","70","100","False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"Gt23055","20/06/2024 02:49","23/10/2025 06:28","Lait velouté démaquillant ","2502083",,,,,,"25-03-18",,"JB","Non",,,"69","F7","50","N.C","False","60","Vrai","54",,"12D","12",,"False","0",,,,,"False","0",,,,,"0",,,,,"957,28","109","42","0","0","False","0",,"117","Vrai",,"F10","F10","125","F7","190","F7","25","250",,"80","75","230","False",,,,"0","0","1000","7,2","203",,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Gt23056","20/06/2024 02:49","23/10/2025 06:28","Lotion tonique de beauté ","N.C",,,,,,"N.C",,,,,,,"F10","50","N.C","False","125","False","17","0","12T","12","60","False","18",,"12T","12","20","False","54","16","12T","12",,"0",,,,"MO 2","956,2","108","0","0","0","False","0",,"116","Vrai","0.8","F10","F10","126","F10","190","F10","27","300",,"80","70","230","False",,,,"0","0",,,,,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"GT24018","17/10/2025 02:27","17/10/2025 02:27","Ecume d'eau promo","2509205",,,,,,"25/10/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[bf7680d82253403db0b23ce0165d1408][1]_[1].jpeg","Ht","Oui","Foamer 20",,"N°79",,"200","200,7","False","60","False","50",,"12TL","14x42","250","Vrai","42",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","980,7","142","33",,,"False",,,"152","False","1","F4","F4","175","F4","93","F4","25",,"245",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
"GT24018","17/10/2025 02:26","17/10/2025 02:27","Ecume d'eau promo","2509206",,,,,,"25/10/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[56363e0fdf2a4f16bc74b7d250e48d58][1]_[1].jpeg","Ht","Oui","Foamer 20",,"N°79",,"200","200,8","False","60","False","50",,"12TL","14x42","250","Vrai","42",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","980,7","142","33",,,"False",,,"152","False","1","F4","F4","175","F4","93","F4","25",,"245",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
,"15/10/2025 04:27","15/10/2025 04:27",,,,,,,,"25/10/15",,,,,,"N°",,,,"False",,"False",,,,,,"False",,,,,,"False",,,,,,,,,,,,,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"GT24018","03/10/2025 04:46","03/10/2025 04:46","Ecume d'eau","2509017",,,,,,"25/10/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[17181e8da07746a18b0d74c6c5ba720d][1]_[1].jpeg","Ht","Oui","Foamer 150",,"N°79","F4","200","201.3","False","60","False","55",,"12TL","14x42","250","Vrai","45",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","983","149","33",,,"False",,,"152","False","1","F4","F4","150","F4","165","F4","25",,"218,5",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
"GT24018","03/10/2025 04:46","03/10/2025 04:46","Ecume d'eau","2509083",,,,,,"25/10/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[37fb531776d3496386e56f8997fdc8ca][1]_[1].jpeg","Ht","Oui","Foamer 150",,"N°79","F4","200","201.3","False","60","False","55",,"12TL","14x42","250","Vrai","45",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","983","149","33",,,"False",,,"152","False","1","F4","F4","150","F4","165","F4","25",,"218,5",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
"S200037","02/10/2025 04:25","02/10/2025 04:25","Huile demaquillante aux 5 omégas","2509013",,,,,,"25/10/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[95d4970a878e4c0f9c59876b351711c4][1]_[1].jpeg","HT","Oui",,,"N°8","F11","153","154,1","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,"VRL19371",,"Nc","NON","Nc","NON","OUI",,,"OUI","OUI"
"KL20032","02/10/2025 04:23","02/10/2025 04:24","Huile demaquillante aux 5 omégas","2509013",,,,,,"25/10/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[730c82eb56d64601a1c567ca270f40f3][1]_[1].jpeg","HT","Oui",,"Mention cabine ","N°8","F11","153.5","154,1","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,"VRL19371",,"Nc","NON","Nc","NON","OUI",,,"OUI","OUI"
"kl20017","30/09/2025 23:15","30/09/2025 23:15","Booster acide hyalu","2508057",,,,,,"25/10/01",,"HT",,,"2 imprimante grise Capteur jus enlever probleme de controle","N°62","F15","31","31.5","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","972.5","112","40",,,"False",,,,"False","1.2",,"F15",,"F15",,"F15","35",,,,,,"False",,,,,,"90","69","332",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"KT24006","24/09/2025 01:47","24/09/2025 01:48","Lotion tonique de beauté","2507103",,,,,,"25/09/24",,"Ht","Oui","Roma",,"N°2","F2","500","N.C","False","60","False","58","0","14T","14x42","250","Vrai","65","0","14TL","14","250","Vrai","54","0","14TL","14",,,"0",,,"MO1R","980","160","19","0","0","False","0",,"175","False","0.8","F1","F1","176","F2","134","F2","16",,,,,,"False",,"144","128","535","0","333","79","221",,,,"VRT21141",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"KP15001","24/07/2025 00:10","19/09/2025 04:22","Lotion bleu","2506156",,,,,,"25/09/19",,"Ht","Oui",,"Godet ouvert au max attention godet desserer pour facilité le degodisage ","N°75","1L","1000","1002.5","False","250","Vrai","72",,"14TL","14","250","Vrai","72",,"14TL","14","250","Vrai","64",,"14TL","14","250","63",,"14T","14","MO 1","1002","200","13",,"275","False",,,"201","False","1,2","F10","F10","224","F1L","0","F1L","14",,"257",,,,"False",,,,,,"127","46","127",,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Kt22029","11/09/2025 21:49","11/09/2025 21:49","Huile serum nutri confort","2508071",,,,,,"25/09/12",,"Ht","Oui",,,"N°55","F11","30","30,6","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","960,8",,,"189",,"False",,,"1 243","False","1","F15","F15","130","F15","134","F15","25",,"Non",,,,"False",,,,,,"886","86","323",,,,"VRT23011",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
,"10/09/2025 03:01","10/09/2025 03:01","Mousse douceur","2509068",,,,,,"25/09/10",,"Ht","Oui","Former 100","Problème sur viseuse revoir format","N°78","F4","100","101,4","False","60","False","35",,"14T","14x42","125","Vrai","35",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","961,3","96","35",,,"False",,,"148","False","1",,"F4","127","F4","135","F4","25",,"Nc",,,,"False",,,,,,"73’3","6","235",,,,,,,,,,,,,,
"Kt22013","05/09/2025 02:26","05/09/2025 02:26","Ecume d'eau","2507141",,,,,,"25/09/05","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8ddbef8c11454c4a8da26418d9a900f9][1]_[1].jpeg","Ht","Oui","Foamer 150",,"N°32","F4","150","151,4","False","60","False","30",,"12T","12x42","250","Vrai","33",,"12TL","12x42",,"False",,,,,,,,,,"MO1R","969,54","117","33",,,"False",,,"152","False","1","F4","F4","150","F4","165","F4","25",,"218,5",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
"JT22003","05/09/2025 02:18","05/09/2025 02:18","Lait corps hydratant","2505152",,,,,,"25/09/05",,"Ht","Non",,,"N°39","F18","380","381","False","250","False","65",,"12D","12x42","125","False","65",,"12D","12x42","60","Vrai","30",,"12D","12x42",,,,,,"MO 1","989","17,3","23",,,"False",,,,"False","0.8","F1","F1","21,1","F1","11,4","F1","23",,"29,5",,,,"False",,"16.3","11.2","57",,"154","1","149",,,,,,,,,,,,,,
"KT22017","04/09/2025 06:02","04/09/2025 06:02","Lotion tonique de beauté","2507103",,,,,,"25/09/04",,"Ht","Oui","Roma",,"N°2","F2","500","N.C","False","60","False","58","0","14T","14x42","250","Vrai","65","0","14TL","14","250","Vrai","54","0","14TL","14",,,"0",,,"MO1R","980","160","19","0","0","False","0",,"175","False","0.8","F1","F1","176","F2","134","F2","16",,,,,,"False",,"144","128","535","0","333","79","221",,,,"VRT21141",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Jt22002","25/08/2025 01:18","25/08/2025 01:18","Shampoing douche remineralisant","2506211",,,,,,"25/08/25",,"Ht","Non",,,"N°31","F18","380","382.5","False","250","False","66",,"12DO","14x42","125","False","68",,"12DO","14x42","60","Vrai","21",,"12DO","14x42",,,,,,"MO1R","985,9","179","26",,,"False",,,"200","False","1,45","F6","F1","195","F1","97","F1","23",,"243",,,,"False",,"158","116","567",,"275","14","127,5",,,,"RT321005",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Jt22002","25/08/2025 00:38","25/08/2025 00:38","Shampoing douche remineralisant","2504200A",,,,,,"25/08/25",,"Ht","Non",,,"N°31","F18","380","383.2","False","250","False","66",,"12DO","14x42","125","False","68",,"12DO","14x42","60","Vrai","21",,"12DO","14x42",,,,,,"MO1R","985,9","179","26",,,"False",,,"200","False","1,45","F6","F1","195","F1","97","F1","23",,"243",,,,"False",,"158","116","567",,"275","14","127,5",,,,"RT321005",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"S250001","19/08/2025 05:02","19/08/2025 05:02","Flash éclat mousse nettoyante ","2507010",,,,,,"25/08/19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4f87e54a0e27461e8f288516a772935e][1]_[1].jpeg","Ht","Oui","Foamer 150",,"27","F4","152","152,9","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","False","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"KL25001","19/08/2025 01:21","19/08/2025 01:29","Flash éclat mousse nettoyante ","2504128",,,,,,"25/08/19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[0ec9a87e4ff645f3b68df643aef6a263][1]_[1].jpeg","Ht","Oui","Foamer 150",,"27","F4","152","152.4","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","False","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
,"27/07/2025 23:27","27/07/2025 23:27",,,,,,,,"25/07/28",,,,,,"N°",,,,"False",,"False",,,,,,"False",,,,,,"False",,,,,,,,,,,,,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
,"07/03/2025 05:26","23/07/2025 03:01","1 Litre essai",,,,,,,"25-03-07",,"Ht",,"1 Litre","Essais 1 Litre, hauteur bec 4 = 34mm","N°67",,"1000","N.C","False","250","False","70",,"12D","12","250","False","70",,"12D","12","250","False","70",,"12D","12","250","67",,,"12",,"1001,36","216","14",,,"False",,,,"False",,,,,,,,"12",,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Vt21025","11/10/2024 05:23","23/07/2025 03:00","Serum intens lift fermete ","N.C",,,,,,"N.C",,,,,,"N°","F7","30","N.C","False",,"False",,,,,,"False",,,,,,"False",,,,,,,,,,,,,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,"VRT22031",,"NON","NON","Nc",,"OUI",,"Formule sensible ","OUI","OUI"
"S200034","25/11/2024 22:49","23/07/2025 03:00","Flash éclat mousse nettoyante ","N.C",,,,,,"N.C",,,,,"Cause defaut axe machine = descente vitesse machine a 25cp/min + previssage. (Le defaut existe toujours mais moins souvent)","27","F4","150","N.C","False","250","False","31","0",,"12x42","125","False","34",,,"12x42","60","False","18",,,"12x42",,,,,,,"973","135","32","0","0","False","0",,"175","False","1","F1","F4","159","F4","154","F4","35","500",,"100","70","100","False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"S210001","07/10/2024 00:43","23/07/2025 03:00","Sf brume eau micellaire","N.C",,,,,,"N.C",,,,,,"N°10","F10","50","N.C","False","125","False","13",,"12T","12","60","False","20,5",,"12T","12","20","False","38,5",,"12T","12",,,,,,,"956,2","115","40",,,"False",,,"109","False","1,2","F10","F10","127","F10","189","F10","30","150","152",,,,"False",,,,,,,,,,,,"V237",,"Nc","Nc","Nc",,"NC",,,"OUI","NON"
"Ke23055","26/06/2024 23:12","23/07/2025 03:00","Super serum tissulex","N.C",,,,,,"N.C",,,,,"Attention probleme de vissage peut necessiter une viseuse a colone pour finaliser et redresser le bouchon  ",,"F5","60","N.C","False","125","Vrai","18",,"8MW","8","60","Vrai","20",,"8MW","8","20","Vrai","43",,"8MW","8",,,,,,"MW","956",,,,,"False",,,,"False","1",,"F6",,"F16",,"F16","30","50",,"80","90","200","False",,,,,,,,,,,,"VRE11232",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Ep20005","06/09/2024 04:45","23/07/2025 03:00","Happy waxing lotion pre et post epilation","N.C",,,,,,"N.C",,,,,,"N°7","F10","30","N.C","False","60","False","32",,"8L","12",,"False",,,,,,"False",,,,,,,,,,"L","948",,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,"VRP19051",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"S200037","17/07/2025 04:57","23/07/2025 03:00","Huile demaquillante aux 5 omégas","2506125",,,,,,"25/07/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[d01b78edf41b4d84a22b58da9db0c017][1]_[1].jpeg","HT","Oui",,,"N°8","F11","150","N.C","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,,,,,,,,,,,
"S200037","17/07/2025 04:57","23/07/2025 03:00","Huile demaquillante aux 5 omégas","2506125A",,,,,,"25/07/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[0f2f9dc813e54be6a084c929830ddf68][1]_[1].jpeg","HT","Oui",,,"N°8","F11","150","N.C","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,,,,,,,,,,,
"kl20017","21/07/2025 00:11","23/07/2025 03:00","Booster acide hyalu","2506208",,,,,,"25/07/21",,"HT",,,"2 imprimante grise ","N°62","F15","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","972.5","112","40",,,"False",,,,"False","1.2",,"F15",,"F15",,"F15","25",,,,,,"False",,,,,,"90","69","332",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Gt24027","16/06/2025 23:13","23/07/2025 03:00","Gel l'avant mains noel","2505098",,,,,,"25-06-14",,"Ht",,,"Pas de ceuilleur abîmé pompe dorée ","N°76","F1","250","N.C","False","250","Vrai","62",,"12DO","14x42","60","Vrai","19",,"12DO","14x42",,"False",,,,,,,,,,"MO 1","974,33","150","29",,,"False",,,"173","False","1,2","F1","F1","167","F1","99","F1","20",,"215",,,,"False",,,,,,"576","98","224",,,,"VRT23081",,"OUI","NON","Nc",,"OUI",,"Baisse de la visco à la contrainte","OUI","OUI"
"S200037","19/06/2025 01:38","23/07/2025 03:00","Huile demaquillante aux 5 omégas","2505102",,,,,,"25-06-19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[7de24f5fa0fd44079ceba2e1ce514297][1]_[1].jpeg","HT","Oui",,,"N°8","F11","150","N.C","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,,,,,,,,,,,
"KL20032","19/06/2025 01:39","23/07/2025 03:00","Huile demaquillante aux 5 omégas","2505102",,,,,,"25-06-19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c761264c9bd94758a4711e2d68311029][1]_[1].jpeg","HT","Oui",,,"N°8","F11","150","N.C","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"14MW","14",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","30",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,,,,,,,,,,,
"KP17001","24/06/2025 04:41","23/07/2025 03:00","Huil pre et post epilatoire ","2505047",,,,,,"25/06/27",,"HT",,,"Echec du conditionnement voir solution pour augmenter section tube entré","N°","1L","1000","N.C","False","250","False","72",,"8L","8","250","False","72",,"8L","8","250","False","68",,"8L","8","250","67",,"14MW","14",,,,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,"VRP15212",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Kp15001","30/06/2025 04:42","23/07/2025 03:00","Lotion bleu","2505009",,,,,,"25/06/30",,"Ht","Oui",,"Godet ouvert au max attention godet desserer pour facilité le degodisage ","N°75",,"1000","N.C","False","250","Vrai","72",,"14TL","14","250","Vrai","72",,"14TL","14","250","Vrai","64",,"14TL","14","250","63",,"14T","14","MO 1","999,64","200","13",,"275","False",,,"201","False","1,2","F10","F10","224",,"0",,"14",,"257",,,,"False",,,,,,"187","46","190",,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"S200027","29/04/2025 04:24","23/07/2025 03:00","SF Serum boost Acide Hyalu","2504022",,,,,,"25-04-29",,"HT","Non",,"Cadence ralenti a 25 1 seul personne a la palette sinon possible as 35 /min","N°62","F15","30","N.C","False","60","False","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","960.46","116","40",,,"False",,,"127","False","1.2","F15","F15","134","F15","132","F15","20",,"-",,,,"False",,,,,,"982","88.5","31.4",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
